# timestamp_s tx ty tz qx qy qz qw
# FAST-LIVO2 with PGO integration
# IMU pose in world frame (Hamilton quaternion)
1646313111.847025871276855 -0.004631664705245 -0.000279280168240 -0.000734956110154 -0.000312243647800 -0.000228117095601 -0.000226094864014 0.999999899673799
1646313111.947024106979370 -0.002477608481401 -0.000449321657928 -0.002149354662561 -0.000684798432010 -0.000180439520404 -0.000035532977914 0.999999748615016
1646313112.047022581100464 -0.001992697374294 -0.001513676044008 -0.001362134156769 -0.000210430208070 -0.000208900411864 0.000040254399517 0.999999955229663
1646313112.147020816802979 -0.003526455767145 -0.000839013038038 -0.000973543974200 -0.000312185741998 -0.000225143416182 0.000003447884597 0.999999925919305
1646313112.247019052505493 -0.003583158132465 -0.000770424715990 -0.001059593566608 -0.000311077124544 -0.000210865505548 -0.000021641299378 0.999999929149204
1646313112.347017288208008 -0.003261024899673 -0.000725454340228 -0.000972267829804 -0.000353552453941 -0.000205342826973 -0.000023601373885 0.999999916138976
1646313112.447015523910522 -0.003177950798701 -0.000855705332276 -0.000901760612833 -0.000325316361272 -0.000225288383203 -0.000040550654453 0.999999920885023
1646313112.547013998031616 -0.003062420173389 -0.001060594375283 -0.001194268092664 -0.000315321417078 -0.000190036405753 0.000012835787906 0.999999932146902
1646313112.647012233734131 -0.003434186091477 -0.000942640616165 -0.001209430782221 -0.000341190340929 -0.000220266252239 0.000024853840002 0.999999917227104
1646313112.747010469436646 -0.003418336205523 -0.000953490785089 -0.001211306231952 -0.000311531873238 -0.000223333642904 -0.000003378071266 0.999999926529278
1646313112.847008705139160 -0.003560175465536 -0.000866391905398 -0.001270498623231 -0.000316681237512 -0.000205723740976 -0.000027445904893 0.999999928318725
1646313112.947006940841675 -0.003475578617993 -0.000622287484979 -0.001147277056979 -0.000352297204838 -0.000190061571761 0.000021781210404 0.999999919644424
1646313113.047005176544189 -0.003629327237975 -0.000782377587601 -0.001142741807958 -0.000322126508475 -0.000239130689806 -0.000026476825000 0.999999919174997
1646313113.147003412246704 -0.003481444411718 -0.000695272491874 -0.001126255713188 -0.000363214853809 -0.000239366435874 -0.000000186024094 0.999999905389316
1646313113.247001886367798 -0.003359288672820 -0.000748164716050 -0.001010494145946 -0.000354642013916 -0.000223022154046 -0.000026219405390 0.999999911901346
1646313113.347000122070312 -0.003321977911081 -0.000746600428491 -0.000800774769791 -0.000356332954022 -0.000262286416869 -0.000026096768765 0.999999901775803
1646313113.446998119354248 -0.003284439832612 -0.000654766258282 -0.001112714536057 -0.000367164225734 -0.000217918577420 -0.000003310595583 0.999999908845476
1646313113.546996593475342 -0.003463112480927 -0.000691349812110 -0.001059305849768 -0.000380482183583 -0.000209695843898 0.000004265939200 0.999999905621375
1646313113.646994829177856 -0.003757897826026 -0.001078496656960 -0.000950043928171 -0.000345175843901 -0.000231721346769 -0.000010640541123 0.999999913522811
1646313113.746993064880371 -0.003673194146848 -0.000871481418937 -0.001004555794061 -0.000363110552136 -0.000244153136142 0.000032153179698 0.999999903753066
1646313113.846991539001465 -0.003777816383252 -0.001066001158706 -0.001119776471527 -0.000362599682912 -0.000197953901733 -0.000043165198880 0.999999913736238
1646313113.946989536285400 -0.003690758948129 -0.000768468175928 -0.000940242058906 -0.000363006944980 -0.000210973037704 0.000001862441723 0.999999911856427
1646313114.046988010406494 -0.003523295830062 -0.000682146184661 -0.000963844766230 -0.000346486599108 -0.000237379533023 -0.000015172113626 0.999999911683894
1646313114.146986007690430 -0.003658297857885 -0.000647764685610 -0.000942720079001 -0.000330376816480 -0.000228045061319 -0.000030673963093 0.999999918952852
